Record_ID,Date,Exporter_ID,State,Industry,MSME_Udyam,Manufacturing_Capacity_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_Terms,Prompt_Response_Score,Hiring_Signal,LinkedIn_Activity,SalesNav_ProfileViews,SalesNav_JobChange,Intent_Score,Shipment_Value_USD,Quantity_Tons,Tariff_Impact,StockMarket_Impact,War_Risk,Natural_Calamity_Risk,Currency_Shift,Converted,Impact_Score
6237,2025-01-18,EXP_3450,Delhi,Medical Devices,1.0,,6035966,1134,,0,0.57,1,15769,8735,1,0.32,443293.0,2987.0,-0.66,0.91,1,0,0.4,0,0.4
6238,2021-12-01,EXP_5507,Delhi,Engineering,1.0,3220.0,43747833,1490,ISO14001,1,0.03,1,10999,6595,1,0.82,792885.0,3471.0,-0.73,0.96,1,1,0.89,0,0.89
6239,2021-11-20,EXP_6891,Karnataka,Pharmaceuticals,0.0,,35498507,274,FDA,0,0.0,1,19449,9426,0,0.53,352380.0,3352.0,-0.49,0.39,1,1,-0.74,0,-0.74
6240,2024-09-25,EXP_7663,Rajasthan,Engineering,1.0,7421.0,53770808,658,CE,0,0.16,1,23008,1955,0,0.63,704498.0,4949.0,-0.23,-0.09,0,0,-0.3,0,-0.3
6241,2023-09-09,EXP_4442,Gujarat,Engineering,1.0,,74914428,1300,ISO14001,0,0.36,0,10054,10754,0,0.98,443293.0,4952.0,0.32,0.96,1,0,0.02,0,0.02
6242,2023-09-17,EXP_9667,Rajasthan,Machinery,1.0,,72976808,1668,,1,0.67,0,19528,4880,1,0.85,443293.0,4487.0,-0.25,-0.39,1,0,-0.96,0,-0.96
6243,2024-12-31,EXP_7594,Haryana,Machinery,,2620.0,27004722,750,ISO9001,1,0.01,0,9829,6077,0,0.33,638186.0,4659.0,0.33,-0.84,1,1,0.39,0,0.39
6244,2023-08-17,EXP_4661,Maharashtra,Machinery,1.0,,79672294,531,,1,0.84,0,8210,2035,0,0.59,443293.0,1771.0,0.08,0.73,0,1,0.02,0,0.02
6245,2022-06-28,EXP_1936,Karnataka,Pharmaceuticals,1.0,,75134681,1774,FDA,1,0.95,1,4741,11151,1,0.64,443293.0,2164.0,1.0,-0.51,1,1,-0.61,1,-0.61
6246,2024-12-12,EXP_6776,Rajasthan,Solar,0.0,,26573543,1359,TUV,1,0.43,0,3130,10928,0,0.45,103368.0,3479.0,-0.37,0.03,1,0,-0.98,0,-0.98
6247,2024-10-28,EXP_9333,Gujarat,Chemicals,1.0,1579.0,76734652,46,REACH,0,0.31,1,10817,6333,0,0.8,443293.0,2529.0,0.76,0.46,0,1,-0.06,0,-0.06
6248,2022-04-18,EXP_6954,Telangana,Solar,1.0,448.0,8435692,151,IEC,0,0.21,0,14498,7421,0,0.24,443293.0,3035.0,-0.35,0.93,1,0,0.41,0,0.41
6249,2021-01-31,EXP_7452,Haryana,Electronics,1.0,,73823884,1515,,0,0.29,1,22948,804,1,0.55,443293.0,3774.0,0.57,-0.1,1,1,-0.77,0,-0.77
6250,2023-11-19,EXP_3494,Tamil Nadu,Machinery,1.0,6953.0,23429034,1792,ISO9001,0,0.98,1,22838,2098,1,0.7,805033.0,4949.0,0.33,-0.74,0,1,-0.74,1,-0.74
6251,2024-07-12,EXP_1174,Rajasthan,Engineering,0.0,3946.0,55151314,652,CE,1,0.76,0,543,6109,0,0.91,76922.0,153.0,0.31,-0.69,1,0,0.63,0,0.63
6252,2023-11-19,EXP_1439,Rajasthan,Textiles,,3297.0,5926542,1161,,0,0.31,0,8765,790,0,0.3,443293.0,2795.0,-0.42,-0.54,1,0,-0.42,1,-0.42
6253,2021-08-15,EXP_6689,Tamil Nadu,Machinery,0.0,7347.0,13614807,420,ISO9001,1,0.47,1,5111,4436,1,0.86,443293.0,3555.0,-0.11,0.93,1,1,-0.25,0,-0.25
6254,2024-03-07,EXP_6464,Telangana,Chemicals,,5171.0,16639230,374,RoHS,0,0.29,1,12183,3167,1,0.44,443293.0,4892.0,0.75,-0.99,1,0,-0.79,0,-0.79
6255,2023-01-08,EXP_2873,Telangana,Medical Devices,0.0,3531.0,59693756,1311,,0,0.6,1,1552,1686,1,0.43,443293.0,328.0,0.39,0.38,1,0,-0.54,0,-0.54
6256,2024-03-15,EXP_5057,Maharashtra,Engineering,0.0,7443.0,44539316,1824,CE,0,0.83,1,837,12502,1,0.87,443293.0,203.0,-0.65,-0.57,1,1,-0.28,1,-0.28
6257,2024-12-14,EXP_3197,Punjab,Chemicals,0.0,97.0,4310723,122,,0,0.39,0,19476,221,1,0.4,490783.0,2492.0,-0.6,0.41,1,1,-0.55,0,-0.55
6258,2024-03-06,EXP_7401,Rajasthan,Electronics,1.0,4186.0,69773740,373,ISO9001,0,0.01,0,20102,7076,0,0.31,443293.0,1229.0,-1.0,0.15,0,0,0.39,0,0.39
6259,2022-02-18,EXP_9040,Rajasthan,Chemicals,,,31972405,274,RoHS,1,0.5,0,1283,9075,0,0.86,443293.0,2004.0,0.18,-0.86,0,0,0.64,0,0.64
6260,2022-09-30,EXP_3965,Delhi,Auto Parts,1.0,,58969827,630,,0,0.01,0,11648,10650,0,0.64,315065.0,1405.0,0.83,-0.34,0,1,0.95,0,0.95
6261,2023-04-25,EXP_2084,Punjab,IT Software,1.0,6107.0,18606637,534,,0,0.11,0,22477,2508,0,0.99,443293.0,799.0,0.28,-0.57,1,0,-0.81,0,-0.81
6262,2021-09-13,EXP_5851,Karnataka,Machinery,,8851.0,61721432,1273,,0,0.37,1,10170,11095,1,0.9,443293.0,522.0,0.73,-0.75,0,0,0.14,0,0.14
6263,2021-01-22,EXP_5964,Delhi,IT Software,0.0,,37863294,739,SOC2,0,0.38,0,1467,8265,1,0.17,443293.0,2919.0,-0.53,0.61,0,1,-0.02,0,-0.02
6264,2022-06-28,EXP_9817,Maharashtra,Medical Devices,1.0,6236.0,51368328,1750,,0,0.86,1,5544,1470,1,0.06,443293.0,4015.0,0.17,0.79,1,1,0.54,0,0.54
6265,2022-12-18,EXP_1887,Rajasthan,Electronics,,4990.0,75152574,1559,,0,0.08,0,1024,4484,0,0.62,443293.0,2879.0,-0.5,0.71,1,1,-0.72,0,-0.72
6266,2024-11-05,EXP_1680,Haryana,Solar,1.0,,55895449,131,UL,0,0.03,1,24264,3834,0,0.67,443293.0,3576.0,-0.61,-0.24,0,1,0.37,0,0.37
6267,2022-01-16,EXP_1112,Haryana,Auto Parts,0.0,4270.0,77243160,1436,,1,0.61,1,16547,5077,1,0.04,442106.0,1126.0,0.08,-0.99,0,1,-0.44,0,-0.44
6268,2024-09-30,EXP_8451,Tamil Nadu,Auto Parts,,1588.0,17184364,522,ISO9001,0,0.55,0,19668,6737,1,0.11,443293.0,4245.0,0.67,0.28,1,0,-0.39,0,-0.39
6269,2022-04-10,EXP_2862,Rajasthan,Solar,0.0,527.0,31595691,173,IEC,1,0.56,0,10214,1644,0,0.06,443293.0,1592.0,-0.43,-0.89,0,0,-0.56,0,-0.56
6270,2022-01-11,EXP_2721,Telangana,IT Software,0.0,,44785115,1931,,0,0.01,0,19952,10092,0,0.88,443293.0,1616.0,0.23,0.04,0,1,-0.18,0,-0.18
6271,2021-05-19,EXP_6184,Maharashtra,Electronics,,4867.0,33440110,1343,,1,0.36,1,2597,3207,1,0.42,443293.0,1586.0,0.56,0.19,1,1,-0.94,1,-0.94
6272,2024-01-29,EXP_5972,Rajasthan,Textiles,0.0,2724.0,43104273,1133,ISO9001,0,0.33,0,10742,3253,0,0.02,443293.0,270.0,0.85,-0.68,1,0,-0.79,0,-0.79
6273,2023-02-07,EXP_8634,Haryana,IT Software,1.0,6651.0,44249870,1504,,0,0.92,1,12799,9601,0,0.58,142539.0,2369.0,-0.28,-0.09,0,1,-0.87,1,-0.87
6274,2021-02-01,EXP_5296,Rajasthan,Textiles,,,63056320,1102,,1,0.33,1,6214,5632,0,0.15,199040.0,3063.0,-0.16,0.56,1,0,-0.27,0,-0.27
6275,2023-09-06,EXP_6798,Maharashtra,Medical Devices,,2821.0,19844682,1086,ISO9001,1,0.7,1,15681,14930,0,0.36,443293.0,2376.0,0.76,-0.84,1,0,-0.84,0,-0.84
6276,2022-06-11,EXP_7862,Rajasthan,Solar,0.0,2509.0,13660557,1975,IEC,0,0.42,0,259,6843,0,0.07,78127.0,2778.0,0.09,-0.63,0,1,0.9,0,0.9
6277,2023-01-06,EXP_9334,Karnataka,Engineering,,,16134114,1379,CE,0,0.28,1,3680,14751,1,0.96,443293.0,3811.0,-0.15,0.75,0,0,0.94,0,0.94
6278,2024-06-19,EXP_8481,Punjab,Engineering,1.0,2915.0,46072928,643,ISO9001,0,0.74,1,10835,6340,1,0.71,443293.0,4458.0,0.37,-0.66,0,1,0.75,0,0.75
6279,2023-11-07,EXP_4829,Telangana,Machinery,1.0,6684.0,71379689,1264,ISO9001,1,0.81,1,11726,13579,1,0.54,443293.0,2732.0,0.55,0.98,1,0,-0.46,0,-0.46
6280,2022-11-14,EXP_5476,Punjab,Electronics,,4630.0,75194296,1146,,0,0.37,0,9878,6323,0,0.83,443293.0,4822.0,-0.21,0.94,1,0,-0.32,0,-0.32
6281,2021-06-26,EXP_5458,Punjab,Machinery,0.0,,26328159,66,,0,0.65,1,8613,13907,1,1.0,443293.0,4322.0,0.25,-0.46,0,0,-0.73,0,-0.73
6282,2023-03-21,EXP_1157,Rajasthan,Medical Devices,,,70071541,184,ISO9001,1,0.62,1,14028,811,0,0.41,443293.0,3149.0,0.37,-0.14,0,1,-0.7,0,-0.7
6283,2023-07-31,EXP_1249,Maharashtra,Engineering,0.0,3727.0,27580477,1643,,0,0.65,1,6058,4329,1,0.36,443293.0,393.0,0.94,-0.41,0,1,-0.43,0,-0.43
6284,2022-04-25,EXP_9215,Tamil Nadu,Textiles,1.0,,48717162,1768,,1,0.66,0,11904,6907,1,0.55,33425.55,467.0,-0.45,0.22,1,1,0.34,0,0.34
6285,2022-01-26,EXP_6221,Haryana,Electronics,,,41078965,456,,0,0.81,0,23865,7842,1,0.59,443293.0,4832.0,0.67,0.4,1,1,0.61,0,0.61
6286,2024-03-22,EXP_2192,Tamil Nadu,Pharmaceuticals,0.0,2617.0,9251321,598,WHO-GMP,0,0.36,0,12265,10197,1,0.2,319855.0,3849.0,0.79,-0.71,0,0,-0.32,1,-0.32
6287,2021-03-04,EXP_9111,Punjab,Textiles,0.0,,66667895,415,ISO9001,1,0.77,0,20061,11401,0,0.99,519497.0,4952.0,0.89,-0.34,0,0,-0.36,1,-0.36
6288,2021-01-02,EXP_7017,Maharashtra,IT Software,1.0,565.0,66846560,1041,SOC2,1,0.72,0,11681,2841,1,0.32,398308.0,1656.0,0.32,-0.85,0,1,-0.58,0,-0.58
6289,2022-09-13,EXP_6077,Haryana,Textiles,1.0,,14408678,412,ISO9001,1,0.07,0,22860,13206,0,0.01,33425.55,459.0,-0.97,0.78,1,1,-0.22,0,-0.22
6290,2024-08-17,EXP_2768,Haryana,IT Software,,,54297723,1479,ISO27001,1,0.64,0,16149,12063,0,0.13,443293.0,4077.0,0.78,0.59,1,1,-0.13,0,-0.13
6291,2021-11-05,EXP_7178,Karnataka,Auto Parts,1.0,2539.0,49306757,33,,0,0.06,0,18275,11210,0,0.76,443293.0,3004.0,-0.72,0.57,1,0,-0.26,0,-0.26
6292,2022-09-05,EXP_1491,Punjab,Chemicals,0.0,,70950030,1621,ISO14001,1,0.38,1,13880,1072,1,0.94,443293.0,1144.0,-0.49,-0.37,0,1,0.97,0,0.97
6293,2021-05-24,EXP_3558,Karnataka,Electronics,1.0,,66927620,708,,0,0.07,0,7338,12685,0,0.04,612360.0,1512.0,0.11,-0.56,0,1,-0.52,0,-0.52
6294,2024-09-08,EXP_6724,Delhi,Auto Parts,,5166.0,71695422,1778,,1,0.07,0,146,13395,0,0.51,446812.0,2339.0,0.08,-0.3,1,1,0.11,0,0.11
6295,2024-07-31,EXP_7683,Gujarat,Pharmaceuticals,,,44718164,1138,WHO-GMP,1,0.99,0,16657,2132,0,0.69,443293.0,784.0,0.4,0.66,0,1,-0.67,0,-0.67
6296,2023-09-16,EXP_3665,Telangana,Solar,0.0,92.0,66666405,73,UL,0,0.71,0,10184,14540,0,0.04,188414.0,3588.0,-0.78,-0.59,0,0,0.5,0,0.5
6297,2022-12-28,EXP_6026,Haryana,IT Software,,690.0,63972689,1840,GDPR,1,0.64,0,21533,1913,1,0.83,443293.0,2682.0,0.71,-0.6,0,1,-0.81,0,-0.81
6298,2022-09-01,EXP_3369,Maharashtra,Pharmaceuticals,,,16654187,1054,FDA,1,0.5,1,16168,4487,1,0.42,867596.0,3577.0,0.31,-0.69,0,0,0.98,0,0.98
6299,2022-08-29,EXP_1397,Maharashtra,Engineering,0.0,1798.0,4905377,590,ISO14001,1,0.41,0,15887,5097,1,0.98,316907.0,2088.0,0.64,0.49,1,0,-0.8,0,-0.8
6300,2022-01-11,EXP_3634,Rajasthan,Electronics,0.0,,43477959,461,ISO9001,1,0.28,0,7246,3885,0,0.75,443293.0,3899.0,0.75,-0.66,0,0,0.25,0,0.25
6301,2021-05-23,EXP_5589,Karnataka,Auto Parts,1.0,1777.0,37886330,1540,ISO9001,0,0.63,0,18753,7122,0,0.99,205024.0,2780.0,0.65,-0.55,0,0,0.42,0,0.42
6302,2024-05-21,EXP_3781,Punjab,Pharmaceuticals,0.0,,38929221,1860,,1,0.59,1,593,10553,1,0.48,443293.0,1584.0,0.71,-0.81,0,1,-0.71,1,-0.71
6303,2023-03-17,EXP_5480,Delhi,Medical Devices,1.0,3626.0,49958789,620,ISO9001,1,0.56,1,4110,5349,0,0.69,742420.0,2201.0,0.72,-0.43,0,1,-0.1,1,-0.1
6304,2024-09-28,EXP_5674,Haryana,Engineering,,,18250186,1926,ISO9001,0,0.57,0,10016,53,1,0.19,443293.0,410.0,-0.18,-0.13,1,0,0.07,0,0.07
6305,2023-08-07,EXP_5784,Delhi,Pharmaceuticals,,,7036198,1571,FDA,1,0.43,0,12686,993,1,0.79,443293.0,4187.0,0.56,0.57,1,0,-0.66,0,-0.66
6306,2021-04-05,EXP_4914,Haryana,Pharmaceuticals,,,23075585,861,WHO-GMP,1,0.83,0,4299,2893,1,0.08,443293.0,425.0,-0.81,-0.26,1,0,-0.35,1,-0.35
6307,2024-01-28,EXP_4840,Punjab,Pharmaceuticals,1.0,3912.0,33912306,1576,,0,0.17,1,12427,2011,0,0.88,443293.0,640.0,0.09,0.07,0,1,0.38,0,0.38
6308,2022-05-02,EXP_1535,Tamil Nadu,Chemicals,1.0,5160.0,46683206,376,,0,0.71,0,8966,7703,1,0.45,867104.0,1761.0,0.91,0.71,1,1,-0.65,0,-0.65
6309,2021-08-09,EXP_4950,Karnataka,Medical Devices,,,73536768,919,,1,0.49,0,23147,13438,1,0.15,443293.0,1373.0,-0.43,0.95,0,0,-0.6,0,-0.6
6310,2024-03-29,EXP_1966,Punjab,Auto Parts,1.0,2077.0,5701407,1649,ISO9001,1,0.93,0,23688,12038,0,0.02,443293.0,4420.0,-0.41,0.54,1,0,-0.51,0,-0.51
6311,2023-12-25,EXP_9336,Gujarat,Solar,,,34300902,1774,UL,1,0.37,1,4634,5712,1,0.88,266825.0,3396.0,-0.01,0.76,0,1,0.73,0,0.73
6312,2023-07-06,EXP_8939,Tamil Nadu,Electronics,1.0,,50453700,1292,ISO9001,1,0.81,1,15784,927,0,0.45,443293.0,2012.0,0.19,-0.94,1,0,-0.6,0,-0.6
6313,2022-03-24,EXP_2425,Tamil Nadu,Solar,0.0,2842.0,25487653,824,,1,0.97,0,19056,6651,0,0.76,443293.0,4507.0,-0.52,0.52,1,0,0.88,0,0.88
6314,2024-05-06,EXP_2605,Gujarat,Medical Devices,1.0,,59796573,88,ISO9001,0,0.37,0,22093,5431,0,0.6,443293.0,4907.0,0.45,-0.13,1,0,0.63,0,0.63
6315,2022-02-06,EXP_6584,Telangana,Electronics,,2635.0,52535001,522,ISO9001,1,0.28,1,6383,11005,0,0.24,443293.0,2340.0,0.02,-0.2,0,0,-0.09,0,-0.09
6316,2024-06-02,EXP_2600,Delhi,Textiles,,,9391060,1576,ISO9001,0,0.02,0,3355,4233,1,0.03,443293.0,4539.0,-0.09,-0.82,0,1,-0.79,0,-0.79
6317,2024-04-29,EXP_1423,Gujarat,Chemicals,,7911.0,22346790,1615,,1,0.85,0,24781,166,1,0.46,342662.0,4643.0,0.55,0.4,1,1,-0.8,0,-0.8
6318,2024-04-07,EXP_7150,Delhi,Electronics,1.0,,52924217,1851,ISO9001,0,0.75,1,15874,7748,0,0.55,33425.55,3529.0,0.75,0.19,1,1,-0.25,0,-0.25
6319,2023-04-30,EXP_1537,Gujarat,Engineering,0.0,2517.0,28975619,713,CE,0,0.35,0,10577,7950,0,0.55,443293.0,2607.0,0.93,0.49,0,0,0.1,0,0.1
6320,2022-07-28,EXP_7209,Tamil Nadu,Auto Parts,,,75287483,1415,,1,0.19,0,12188,1259,0,0.89,561889.0,1241.0,-0.39,0.57,1,0,-0.65,0,-0.65
6321,2024-10-27,EXP_7657,Karnataka,Auto Parts,1.0,,13179850,1844,,1,0.48,0,24572,5194,0,0.2,507344.0,3231.0,0.8,0.15,0,1,0.84,0,0.84
6322,2024-07-23,EXP_6914,Gujarat,Solar,0.0,,52402689,873,TUV,0,0.97,0,493,8471,0,0.85,443293.0,614.0,-0.03,-0.53,0,0,-0.38,0,-0.38
6323,2022-05-21,EXP_4073,Telangana,Solar,,,18295244,1308,IEC,0,0.93,1,23372,7163,0,0.15,703582.0,2650.0,-0.23,0.43,1,1,0.68,0,0.68
6324,2021-09-01,EXP_1833,Telangana,Medical Devices,1.0,2064.0,7837115,1275,,0,0.75,1,10047,98,0,0.58,45035.0,2893.0,-0.57,-0.39,1,0,0.42,1,0.42
6325,2021-05-05,EXP_7939,Tamil Nadu,Machinery,1.0,,64574267,807,ISO9001,0,0.25,0,9605,769,0,0.36,443293.0,957.0,-0.98,0.11,1,0,0.92,0,0.92
6326,2023-03-04,EXP_2413,Haryana,Solar,1.0,1867.0,75694177,1764,,0,0.63,1,9273,3603,0,0.44,720290.0,1599.0,0.09,-0.21,0,0,0.39,0,0.39
6327,2024-08-04,EXP_2382,Karnataka,Chemicals,,6761.0,5863814,167,,0,0.06,1,18680,4289,1,0.81,159964.0,2185.0,0.97,0.33,1,0,-0.85,0,-0.85
6328,2022-05-25,EXP_8127,Haryana,Medical Devices,,,6955827,1409,ISO9001,1,0.6,0,22915,4031,1,0.86,443293.0,1268.0,-0.26,0.83,0,0,-0.5,0,-0.5
6329,2023-04-11,EXP_5465,Maharashtra,Chemicals,,,28457428,1617,,1,0.23,0,15861,5918,0,0.08,588917.0,2356.0,-0.03,-0.32,0,1,0.25,0,0.25
6330,2022-08-12,EXP_5872,Maharashtra,Pharmaceuticals,,6040.0,18193523,1581,,1,0.86,1,23384,10966,0,0.78,443293.0,4672.0,-0.59,0.83,0,1,0.15,0,0.15
6331,2024-05-21,EXP_4022,Gujarat,Textiles,0.0,,61879774,1404,ISO9001,1,0.15,1,19242,1282,0,0.57,443293.0,64.0,-0.2,0.36,0,1,0.54,0,0.54
6332,2021-10-07,EXP_7309,Maharashtra,Machinery,1.0,8750.0,60197417,63,,0,0.52,1,4000,2785,1,0.73,558940.0,2306.0,-0.99,-0.5,1,0,0.34,0,0.34
6333,2024-11-19,EXP_7422,Tamil Nadu,Machinery,,,35243892,1044,,0,0.49,1,9675,7331,0,0.45,443293.0,3326.0,0.57,-0.46,1,0,-0.27,0,-0.27
6334,2024-06-12,EXP_9409,Delhi,Chemicals,,5625.0,10253766,913,REACH,0,0.4,0,7832,8402,1,0.2,443293.0,3740.0,-0.81,0.72,1,0,-0.21,0,-0.21
6335,2024-02-05,EXP_5961,Karnataka,Machinery,0.0,,47289022,385,,0,0.38,0,1174,12427,1,0.65,119115.0,2106.0,-0.11,-0.63,0,0,-0.95,1,-0.95
6336,2024-08-15,EXP_9741,Gujarat,Chemicals,,77.0,75089458,322,ISO14001,1,0.87,1,1144,3725,0,0.93,443293.0,4841.0,-0.13,-0.36,0,0,0.37,0,0.37
6337,2024-03-09,EXP_9406,Delhi,Chemicals,,1412.0,65328320,1262,,0,0.5,1,18443,9764,0,0.68,443293.0,4303.0,0.03,0.43,1,1,-0.81,0,-0.81
6338,2022-06-27,EXP_8658,Karnataka,Solar,0.0,4478.0,71313054,524,,1,0.88,1,20131,12055,1,0.44,443293.0,1015.0,0.62,0.25,0,1,-0.59,0,-0.59
6339,2024-10-01,EXP_6663,Tamil Nadu,Textiles,0.0,,73103914,1735,ISO9001,0,0.82,1,9934,1159,0,0.77,868623.0700000001,2716.0,-0.48,0.87,0,0,-0.83,0,-0.83
6340,2022-04-30,EXP_1556,Maharashtra,Chemicals,0.0,6164.0,42158322,1218,ISO14001,1,0.63,0,921,5815,0,0.41,443293.0,110.0,0.19,0.27,0,1,-0.82,0,-0.82
6341,2022-11-16,EXP_7760,Tamil Nadu,Engineering,,6507.0,47536707,1296,ISO14001,0,0.54,1,10278,5591,0,0.95,443293.0,2119.0,-0.89,-0.86,0,0,0.92,0,0.92
6342,2023-09-29,EXP_4255,Gujarat,Engineering,0.0,,10152512,537,ISO14001,1,0.62,0,5265,13823,1,0.11,868623.0700000001,4823.0,-0.33,-0.19,0,1,-0.09,0,-0.09
6343,2021-08-07,EXP_5000,Rajasthan,Electronics,1.0,7796.0,79308012,871,ISO9001,0,0.49,1,15483,506,0,0.93,443293.0,802.0,-0.07,-0.35,0,0,0.12,0,0.12
6344,2024-04-16,EXP_3565,Maharashtra,IT Software,0.0,,56330485,25,GDPR,1,0.89,0,138,9536,1,0.47,443293.0,189.0,-0.39,0.13,0,1,0.45,1,0.45
6345,2022-08-01,EXP_3593,Haryana,Chemicals,,,72965474,511,ISO14001,0,0.57,1,22747,11799,0,0.2,517693.0,701.0,0.81,0.39,0,1,0.75,0,0.75
6346,2024-01-27,EXP_6377,Telangana,Engineering,0.0,1500.0,37189786,938,CE,0,0.7,0,5027,826,0,0.54,443293.0,3577.0,-0.62,0.9,0,0,-0.76,0,-0.76
6347,2022-11-13,EXP_3221,Delhi,Textiles,1.0,3921.0,71022774,1711,,1,0.91,1,16558,7992,0,0.41,420776.0,1267.0,-0.47,-0.19,0,0,-0.9,0,-0.9
6348,2023-04-19,EXP_8551,Delhi,Medical Devices,1.0,,22477942,1117,ISO9001,0,0.96,0,541,9385,0,0.7,443293.0,4189.0,-0.84,-0.71,1,0,0.82,0,0.82
6349,2021-06-09,EXP_4528,Punjab,Medical Devices,0.0,,43419695,715,ISO9001,0,0.89,0,7645,251,1,0.09,443293.0,2901.0,0.86,-0.23,1,0,-0.1,0,-0.1
6350,2021-05-07,EXP_7566,Telangana,Medical Devices,,5882.0,5953076,590,,1,0.73,1,21077,6643,0,0.79,443293.0,1838.0,-0.26,-0.71,0,0,-0.57,0,-0.57
6351,2021-02-14,EXP_5540,Rajasthan,IT Software,1.0,6843.0,50729419,1628,ISO27001,0,0.16,1,14088,10117,0,0.59,443293.0,76.0,-0.01,0.13,1,1,-0.15,0,-0.15
6352,2021-07-05,EXP_7511,Karnataka,Solar,,,28678768,738,,1,0.87,0,15877,14827,0,0.58,683209.0,3016.0,0.27,0.04,1,1,-0.67,0,-0.67
6353,2021-01-31,EXP_1184,Maharashtra,Pharmaceuticals,,,3037239,392,FDA,1,0.82,0,8415,11868,1,0.59,443293.0,2706.0,-0.74,0.0,1,0,0.87,0,0.87
6354,2023-12-21,EXP_5401,Delhi,Engineering,1.0,,24544124,769,,1,0.83,0,7659,1008,1,0.11,443293.0,4805.0,-0.78,0.53,1,1,0.63,1,0.63
6355,2021-05-01,EXP_9567,Telangana,Chemicals,1.0,,75975829,612,RoHS,0,0.89,1,15194,4430,0,0.47,443293.0,235.0,-0.21,0.65,1,1,0.87,0,0.87
6356,2024-04-06,EXP_3217,Maharashtra,Machinery,1.0,,14663990,973,,0,0.58,0,10675,5532,0,0.07,443293.0,1441.0,-0.45,-0.15,0,0,0.67,0,0.67
6357,2024-12-11,EXP_2471,Maharashtra,Chemicals,,6360.0,39378974,1234,ISO14001,0,0.11,1,4954,13450,0,0.79,116809.0,3854.0,-0.41,0.94,0,1,-0.77,0,-0.77
6358,2024-08-27,EXP_5853,Tamil Nadu,Auto Parts,1.0,7937.0,8376055,397,,0,0.56,1,21143,6211,1,0.36,443293.0,4937.0,0.05,0.49,1,1,0.45,0,0.45
6359,2023-01-23,EXP_8920,Punjab,Engineering,1.0,,8015173,1837,,0,0.18,1,21144,2966,1,0.06,598054.0,3710.0,0.03,-0.92,1,0,0.94,0,0.94
6360,2023-01-18,EXP_7221,Maharashtra,Machinery,,7426.0,17611363,563,ISO9001,1,0.01,0,23611,3614,0,0.33,589054.0,1912.0,0.76,0.73,0,1,-0.08,0,-0.08
6361,2023-10-28,EXP_6113,Tamil Nadu,Pharmaceuticals,1.0,6276.0,7847661,642,,0,0.61,0,19523,6546,0,0.58,443293.0,4041.0,-0.68,0.63,0,0,-0.17,0,-0.17
6362,2024-04-05,EXP_7426,Karnataka,Engineering,1.0,,20334005,1838,ISO14001,1,0.83,1,22647,13036,1,0.11,443293.0,3014.0,-0.07,0.54,0,0,-0.15,0,-0.15
6363,2024-09-26,EXP_9461,Haryana,Medical Devices,,6995.0,34961250,100,ISO9001,0,0.7,1,642,7916,0,0.54,443293.0,2061.0,-0.14,0.82,0,0,-0.4,0,-0.4
6364,2022-02-15,EXP_6318,Karnataka,Chemicals,,,41486169,1159,ISO14001,0,0.34,0,11603,11720,1,0.94,443293.0,2482.0,-0.16,-0.53,1,1,0.75,0,0.75
6365,2023-10-23,EXP_6592,Gujarat,Solar,0.0,,20795252,678,,0,0.25,1,3264,13010,1,0.44,614428.0,1257.0,0.9,0.38,1,1,0.05,0,0.05
6366,2024-04-09,EXP_8654,Delhi,Pharmaceuticals,0.0,7473.0,43044103,1166,FDA,0,0.86,1,17042,3935,0,0.72,349619.0,1425.0,0.12,0.68,1,0,-0.01,0,-0.01
6367,2021-07-01,EXP_4781,Karnataka,Auto Parts,0.0,8929.0,2914421,300,,0,0.35,0,8926,11062,1,0.22,443293.0,4001.0,0.41,0.12,0,0,0.41,0,0.41
6368,2023-07-21,EXP_4138,Gujarat,Chemicals,,5021.0,57899772,1424,RoHS,0,0.99,0,20019,13863,0,0.45,443293.0,3226.0,0.07,0.57,0,0,0.61,0,0.61
6369,2022-03-23,EXP_8482,Karnataka,Auto Parts,,,17232298,570,,0,0.41,1,22735,7124,1,0.74,443293.0,2274.0,-0.05,-0.53,1,1,-0.48,0,-0.48
6370,2023-09-15,EXP_2513,Punjab,Auto Parts,1.0,,21254529,772,ISO9001,0,0.9,0,105,769,1,0.35,443293.0,4081.0,0.74,0.63,1,1,-0.71,0,-0.71
6371,2023-05-13,EXP_3085,Rajasthan,Pharmaceuticals,1.0,,51220100,859,,1,0.25,0,9812,10739,0,0.08,443293.0,3944.0,0.91,0.53,1,0,0.95,0,0.95
6372,2023-11-21,EXP_3393,Karnataka,Pharmaceuticals,0.0,6541.0,79356114,310,FDA,0,0.72,0,5172,5305,1,0.39,51966.0,4788.0,0.27,-0.48,0,0,-0.62,0,-0.62
6373,2022-03-05,EXP_9076,Tamil Nadu,Engineering,0.0,2577.0,64171047,114,ISO14001,1,0.25,0,4896,11070,0,0.94,443293.0,1032.0,0.59,-0.41,0,0,0.97,0,0.97
6374,2022-12-20,EXP_6527,Telangana,IT Software,,419.0,75758850,1170,,1,0.94,1,5914,2303,1,0.34,443293.0,3134.0,-0.17,0.63,1,1,0.69,0,0.69
6375,2021-09-03,EXP_9100,Tamil Nadu,Chemicals,0.0,,52605249,1738,REACH,0,0.57,0,3347,7662,1,0.27,443293.0,2489.0,0.15,0.01,1,0,-0.4,0,-0.4
